AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,8,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,antecessor,37,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,antecessor,37,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,imprime,40,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,imprime,40,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,imprime,41,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,imprime,40,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,imprime,41,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,imprime,43,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,imprime,43,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,imprime,43,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,imprime,41,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,imprime,41,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,imprime,40,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,imprime,40,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,imprime,42,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,imprime,43,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,obterAgm,14,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,obterAgm,29,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,obterAgm,21,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,obterAgm,14,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,obterAgm,12,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,obterAgm,14,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,obterAgm,15,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,obterAgm,16,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,obterAgm,17,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,obterAgm,18,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,obterAgm,20,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,obterAgm,24,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,obterAgm,12,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,obterAgm,17,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,obterAgm,14,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,obterAgm,23,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,obterAgm,25,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,obterAgm,27,NO_COVERAGE,none
AgmPrim.java,ds.AgmPrim,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,obterAgm,29,NO_COVERAGE,none
